id,web_name,first_name,second_name,team,team_code,element_type,position,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,form,points_per_game,selected_by_percent,status,tackles,recoveries,clearances_blocks_interceptions,defensive_contribution
40,Rogers,Morgan,Rogers,Chelsea,8,3,MID,77,29,437,3,1,0,12,0,0,0,1,0,0,2,135,149.0,119.5,110.0,37.8,5,1.72,1.23,2.95,8.73,5.8,5.8,40.2,a,5,23,3,31
101,Henderson,Jordan,Henderson,Chelsea,8,3,MID,49,2,90,0,0,0,3,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,1,0.00,0.08,0.08,2.65,0.4,2.0,0.0,a,1,7,2,10
136,Welbeck,Danny,Welbeck,Chelsea,8,4,FWD,59,4,85,0,0,0,1,0,0,0,0,0,0,0,15,7.2,10.9,6.0,2.4,1,0.00,0.14,0.14,1.99,0.8,1.3,1.0,a,1,2,2,5
140,Sánchez,Robert,Lynch Sánchez,Chelsea,8,1,GKP,49,2,90,0,0,0,2,0,0,0,0,0,4,0,6,21.4,0.0,0.0,2.1,1,0.00,0.01,0.01,1.33,0.4,2.0,0.7,u,0,5,1,0
141,Jörgensen,Filip,Jörgensen,Chelsea,8,1,GKP,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
142,James,Reece,James,Chelsea,8,2,DEF,54,3,292,0,0,0,7,0,0,0,1,0,0,0,24,56.2,42.6,49.0,14.8,3,0.33,0.26,0.59,4.90,0.6,0.8,6.1,d,2,15,11,13
143,Chalobah,Trevoh,Chalobah,Chelsea,8,2,DEF,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
144,Gusto,Malo,Gusto,Chelsea,8,2,DEF,50,4,272,0,0,0,7,0,0,0,0,0,0,0,12,32.0,37.2,13.0,8.2,3,0.08,0.12,0.20,3.50,0.8,1.0,1.0,a,4,13,11,15
145,Fofana,Wesley,Fofana,Chelsea,8,2,DEF,50,8,312,0,0,0,7,0,0,0,1,0,0,0,35,77.6,28.4,4.0,11.0,4,0.00,0.08,0.08,5.65,1.6,2.0,0.2,a,7,11,40,47
146,B.Badiashile,Benoît,Badiashile Mukinayi,Chelsea,8,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
148,Hato,Jorrel,Hato,Chelsea,8,2,DEF,45,8,258,0,2,0,9,0,0,0,0,0,0,0,14,77.0,47.1,15.0,14.0,4,0.01,0.21,0.22,4.81,1.6,2.0,0.8,a,7,9,11,18
149,Colwill,Levi,Samuels Colwill,Chelsea,8,2,DEF,48,3,341,0,0,0,9,0,0,0,1,0,0,0,17,46.0,14.2,11.0,7.2,4,0.01,0.05,0.06,6.67,0.6,0.8,0.9,a,3,15,23,26
150,M.Sarr,Mamadou,Sarr,Chelsea,8,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
151,Acheampong,Josh,Acheampong,Chelsea,8,2,DEF,45,5,221,0,0,0,7,0,0,0,0,0,0,0,5,41.6,4.1,6.0,5.1,2,0.00,0.03,0.03,4.72,1.0,1.2,0.3,a,7,7,13,20
152,Palestra,Marco,Palestra,Chelsea,8,2,DEF,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.6,d,0,0,0,0
154,Palmer,Cole,Palmer,Chelsea,8,3,MID,97,28,442,2,2,0,12,0,0,0,1,0,0,3,148,131.6,120.0,124.0,37.6,5,1.31,0.79,2.10,8.73,5.6,5.6,26.7,a,7,19,3,29
156,Neto,Pedro,Lomba Neto,Chelsea,8,3,MID,65,14,332,1,0,0,8,0,0,0,0,0,0,0,81,72.4,84.8,83.0,24.0,4,0.68,0.58,1.26,6.64,2.8,2.8,1.4,a,6,14,8,28
157,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,Chelsea,8,3,MID,63,4,23,0,0,0,1,0,0,0,0,0,0,0,17,8.4,1.3,38.0,4.9,0,0.07,0.07,0.14,1.01,0.8,1.0,0.7,a,1,1,0,2
158,Gittens,Jamie,Bynoe-Gittens,Chelsea,8,3,MID,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
159,Caicedo,Moisés,Caicedo Corozo,Chelsea,8,3,MID,53,1,13,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.07,0.2,1.0,1.1,d,0,0,0,0
161,Lavia,Roméo,Lavia,Chelsea,8,3,MID,50,11,258,1,0,0,8,0,0,0,1,0,0,0,61,65.8,29.1,66.0,16.1,4,0.75,0.11,0.86,5.06,2.2,2.8,0.2,a,6,15,10,31
163,D.Essugo,Dário,Luís Essugo,Chelsea,8,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
164,Quenda,Geovany,Quenda,Chelsea,8,3,MID,53,2,27,0,0,0,2,0,0,0,0,0,0,0,5,1.2,0.3,2.0,0.4,0,0.03,0.01,0.04,1.29,0.4,1.0,0.0,a,0,0,1,1
165,João Pedro,João Pedro,Junqueira de Jesus,Chelsea,8,4,FWD,78,33,360,3,3,0,9,1,0,0,1,0,0,7,141,158.4,90.0,123.0,37.0,4,2.17,0.19,2.36,6.17,6.6,8.2,66.8,d,1,5,3,9
168,Marc Guiu,Marc,Guiu Paz,Chelsea,8,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,u,0,0,0,0
169,Mheuka,Shumaira,Mheuka,Chelsea,8,4,FWD,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.5,a,0,0,0,0
170,Emegha,Emmanuel,Emegha,Chelsea,8,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,i,0,0,0,0
200,Lacroix,Maxence,Lacroix,Chelsea,8,2,DEF,59,13,364,0,1,0,10,0,0,0,1,0,0,0,28,86.8,12.6,10.0,10.9,4,0.15,0.22,0.37,7.93,2.6,2.6,6.9,a,10,8,37,47
560,Penders,Mike,Penders,Chelsea,8,1,GKP,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
561,Anselmino,Aaron,Anselmino,Chelsea,8,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
568,Barco,Valentín,Barco,Chelsea,8,3,MID,54,3,115,0,0,0,3,0,0,0,1,0,0,0,29,1.6,2.9,6.0,0.9,1,0.07,0.11,0.18,2.83,0.6,1.0,0.1,a,3,5,4,12
583,Chavarria,Pep,Chavarría,Chelsea,8,2,DEF,49,5,208,0,0,0,4,0,0,0,0,0,0,0,17,13.2,4.2,8.0,2.6,1,0.04,0.07,0.11,4.10,1.0,1.0,0.1,a,5,7,11,16
662,Nicoll-Jazuli,Mahdi,Nicoll-Jazuli,Chelsea,8,3,MID,45,1,3,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.43,1.0,1.0,0.0,a,2,0,0,2
91,Pinnock,Ethan,Pinnock,Coventry City,9,2,DEF,45,14,282,0,0,1,7,0,0,0,1,0,0,0,15,40.0,1.4,10.0,5.2,3,0.12,0.00,0.12,6.57,2.8,3.5,0.1,a,3,4,41,44
104,Onyeka,Frank,Onyeka,Coventry City,9,3,MID,49,9,314,0,0,1,7,0,0,0,0,0,0,0,34,10.2,2.9,21.0,3.4,4,0.03,0.02,0.05,6.31,1.8,2.2,0.1,a,5,14,9,28
110,Rushworth,Carl,Rushworth,Coventry City,9,1,GKP,45,16,450,0,1,1,10,0,0,0,0,0,9,2,56,61.6,0.0,0.0,6.2,5,0.00,0.02,0.02,8.63,3.8,3.2,0.8,a,0,50,4,0
171,Dovin,Oliver,Dovin,Coventry City,9,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,1.0,u,0,0,0,0
172,Wilson,Ben,Wilson,Coventry City,9,1,GKP,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.4,a,0,0,0,0
173,Thomas,Bobby,Thomas,Coventry City,9,2,DEF,40,24,437,0,0,2,9,0,0,0,0,0,0,3,78,67.6,33.1,48.0,14.8,5,0.49,0.30,0.79,8.09,5.2,4.8,8.6,a,3,16,49,52
174,Kitching,Liam,Kitching,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,u,0,0,0,0
175,van Ewijk,Milan,van Ewijk,Coventry City,9,2,DEF,40,6,360,0,0,0,10,0,0,0,1,0,0,0,7,61.6,52.7,14.0,12.8,4,0.00,0.30,0.30,7.53,1.2,1.5,9.1,d,6,13,21,27
176,Dasilva,Jay,Dasilva,Coventry City,9,2,DEF,40,20,444,1,0,1,10,0,0,0,0,0,0,3,54,63.6,52.0,17.0,13.4,5,0.50,0.52,1.02,8.63,4.8,4.0,0.7,a,4,14,19,23
177,Kesler-Hayden,Kaine,Kesler-Hayden,Coventry City,9,2,DEF,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
178,Bidwell,Jake,Bidwell,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
179,Latibeaudiere,Joel,Latibeaudiere,Coventry City,9,2,DEF,40,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.02,0.2,1.0,0.0,a,0,0,2,2
180,Woolfenden,Luke,Woolfenden,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,i,0,0,0,0
181,Brau,Miguel,Brau,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
182,Amenda,Aurèle,Amenda,Coventry City,9,2,DEF,40,4,360,0,0,0,10,0,0,0,1,0,0,0,-3,62.8,14.5,15.0,9.4,4,0.02,0.39,0.41,7.53,0.8,1.0,0.6,i,1,11,23,24
183,Rudoni,Jack,Rudoni,Coventry City,9,3,MID,49,13,297,0,0,2,4,0,0,0,0,0,0,0,51,37.6,115.5,79.0,23.2,4,0.92,1.11,2.03,4.49,3.0,2.6,0.1,a,4,21,9,34
184,Grimes,Matt,Grimes,Coventry City,9,3,MID,49,11,443,0,0,1,9,0,0,0,0,0,0,0,62,51.8,32.7,5.0,8.9,5,0.12,0.13,0.25,8.42,2.2,2.2,0.1,a,9,16,13,38
185,Sakamoto,Tatsuhiro,Sakamoto,Coventry City,9,3,MID,48,1,31,0,0,0,1,0,0,0,0,0,0,0,8,6.2,5.9,7.0,1.9,0,0.02,0.02,0.04,0.69,0.2,1.0,0.1,a,2,2,0,4
186,Mason-Clark,Ephron,Mason-Clark,Coventry City,9,3,MID,54,5,231,0,0,0,3,0,0,0,0,0,0,0,19,10.2,17.8,46.0,7.2,4,0.51,0.12,0.63,3.16,1.2,1.2,0.1,a,0,9,6,15
187,Eccles,Josh,Eccles,Coventry City,9,3,MID,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
188,Torp,Victor,Torp,Coventry City,9,3,MID,53,3,53,0,0,0,2,0,0,0,0,0,0,0,13,7.2,20.4,0.0,2.7,0,0.00,0.12,0.12,1.22,0.5,1.0,0.1,a,0,2,1,3
189,Shepherd,George,Shepherd,Coventry City,9,3,MID,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,a,0,0,0,0
190,Tchaouna,Loum,Tchaouna,Coventry City,9,3,MID,54,5,211,0,0,0,3,0,0,0,0,0,0,0,32,17.0,49.3,29.0,9.6,2,0.23,0.18,0.41,3.23,0.8,1.2,0.1,a,1,11,6,18
191,Borges Rodrigues,Raphael,Borges Rodrigues,Coventry City,9,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
192,Andrews,Kai,Andrews,Coventry City,9,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,u,0,0,0,0
193,Wright,Haji,Wright,Coventry City,9,4,FWD,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,i,0,0,0,0
194,Thomas-Asante,Brandon,Thomas-Asante,Coventry City,9,4,FWD,50,9,227,0,0,1,6,0,0,0,0,0,0,0,43,14.0,3.9,30.0,4.9,2,0.34,0.06,0.39,4.98,1.8,1.8,0.8,a,3,12,12,27
195,Simms,Ellis,Simms,Coventry City,9,4,FWD,50,4,104,0,0,0,3,0,0,0,0,0,0,0,13,7.6,22.3,37.0,6.7,1,0.30,0.01,0.31,2.79,0.5,1.3,0.6,a,0,2,1,3
196,Markelo,Jahnoah,Markelo,Coventry City,9,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
197,Bassette,Norman,Bassette,Coventry City,9,4,FWD,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
492,Awoniyi,Taiwo,Awoniyi,Coventry City,9,4,FWD,54,3,232,0,0,0,7,0,0,0,0,1,0,0,11,13.6,46.2,78.0,13.6,3,1.30,0.04,1.34,3.55,0.5,0.8,0.4,s,1,7,3,11
575,Yirenkyi,Caleb,Yirenkyi,Coventry City,9,3,MID,49,9,265,0,0,2,5,0,0,0,1,0,0,0,36,10.4,29.9,7.0,4.3,3,0.03,0.15,0.18,4.25,2.0,1.8,0.1,a,1,13,7,21
584,Hamer,Gustavo,Hamer,Coventry City,9,3,MID,54,3,32,0,0,0,1,0,0,0,0,0,0,0,6,0.6,1.8,0.0,0.3,0,0.00,0.02,0.02,0.82,0.5,1.0,0.1,a,1,2,0,3
599,Cherif,Sidiki,Cherif,Coventry City,9,4,FWD,50,1,30,0,0,0,3,0,0,0,0,0,0,0,3,1.0,0.2,0.0,0.1,0,0.00,0.00,0.00,1.43,0.2,1.0,0.1,a,0,0,1,1
623,Bentley,Dan,Bentley,Coventry City,9,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.6,a,0,0,0,0
655,Gboho,Yann,Gboho,Coventry City,9,3,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
656,Mfuni,Stephen,Mfuni,Coventry City,9,2,DEF,40,6,90,0,0,1,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,1,0.00,0.01,0.01,1.10,3.0,6.0,0.1,a,1,3,7,8
42,Guessand,Evann,Guessand,Crystal Palace,31,3,MID,54,2,54,0,0,0,1,0,0,0,0,0,0,0,6,5.4,2.1,7.0,1.5,0,0.03,0.03,0.06,0.34,0.4,1.0,0.0,a,1,0,1,2
153,Disasi,Axel,Disasi,Crystal Palace,31,2,DEF,45,1,139,0,0,0,6,0,0,0,0,1,0,0,-6,34.8,13.4,2.0,5.0,2,0.00,0.04,0.04,3.72,0.2,0.3,0.1,s,5,11,15,20
198,Henderson,Dean,Henderson,Crystal Palace,31,1,GKP,50,5,270,0,0,0,8,0,0,0,0,0,12,0,37,96.8,0.0,0.0,9.6,3,0.00,0.00,0.00,6.47,1.0,1.7,1.3,i,0,31,6,0
199,Benitez,Walter,Benítez,Crystal Palace,31,1,GKP,45,8,180,0,0,1,3,0,0,0,0,0,5,0,29,18.8,0.0,0.0,1.9,2,0.00,0.00,0.00,2.99,1.6,4.0,0.1,a,0,11,2,0
202,Richards,Chris,Richards,Crystal Palace,31,2,DEF,50,14,450,0,0,1,11,0,0,0,1,0,0,0,48,108.8,7.2,24.0,13.9,5,0.08,0.07,0.15,9.46,2.8,2.8,0.6,a,8,16,46,54
203,Canvot,Jaydee,Canvot,Crystal Palace,31,2,DEF,48,10,360,0,0,1,8,0,0,0,0,0,0,0,38,63.2,8.1,5.0,7.6,4,0.05,0.13,0.18,7.78,2.0,2.5,0.2,a,8,11,26,34
204,Mitchell,Tyrick,Mitchell,Crystal Palace,31,2,DEF,45,24,419,2,0,1,10,0,0,0,0,0,0,3,68,109.0,64.2,56.0,22.9,5,0.77,0.26,1.03,8.34,4.8,4.8,6.0,a,11,23,14,25
205,Sosa,Borna,Sosa,Crystal Palace,31,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
206,Chadi Riad,Chadi,Riad Dnanou,Crystal Palace,31,2,DEF,43,1,72,0,0,0,2,0,0,0,0,0,0,0,7,12.6,1.3,0.0,1.4,1,0.00,0.01,0.01,0.98,0.2,1.0,0.0,i,1,3,6,7
207,Mingueza,Oscar,Mingueza,Crystal Palace,31,2,DEF,44,2,16,0,0,0,1,0,0,0,0,0,0,0,5,3.2,0.4,0.0,0.3,0,0.00,0.00,0.00,0.33,0.4,1.0,0.1,a,2,1,0,2
208,Sarr,Ismaïla,Sarr,Crystal Palace,31,3,MID,62,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.01,0.01,0.06,0.2,1.0,0.6,a,0,0,0,0
210,Wharton,Adam,Wharton,Crystal Palace,31,3,MID,55,12,436,0,0,1,10,0,0,0,1,0,0,0,77,53.0,70.2,5.0,12.9,5,0.15,0.58,0.73,8.91,2.4,2.4,0.7,a,10,15,16,41
211,Yeremy,Yéremy,Pino Santos,Crystal Palace,31,3,MID,55,14,307,0,2,1,6,0,0,0,1,0,0,0,70,20.8,85.8,23.0,13.0,4,0.52,0.55,1.07,6.93,2.8,2.8,0.4,a,5,16,5,26
212,Hughes,Will,Hughes,Crystal Palace,31,3,MID,44,2,29,0,0,0,1,0,0,0,0,0,0,0,9,8.0,15.3,0.0,2.4,0,0.00,0.04,0.04,1.12,0.4,1.0,7.5,a,1,3,3,7
213,Lerma,Jefferson,Lerma Solís,Crystal Palace,31,3,MID,49,1,51,0,0,0,1,0,0,0,1,0,0,0,6,2.2,0.3,0.0,0.3,0,0.26,0.00,0.26,1.25,0.2,0.5,0.1,a,2,3,7,12
214,Kamada,Daichi,Kamada,Crystal Palace,31,3,MID,50,21,441,0,3,1,10,0,0,0,1,0,0,0,109,93.8,77.2,15.0,18.6,5,0.47,0.38,0.85,8.85,4.2,4.2,0.5,a,11,23,4,38
215,Devenny,Justin,Devenny,Crystal Palace,31,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
216,Esse,Romain,Esse,Crystal Palace,31,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
217,M.França,Matheus,França de Oliveira,Crystal Palace,31,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
218,Doucouré,Cheick,Doucouré,Crystal Palace,31,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
219,J.Rak-Sakyi,Jesurun,Rak-Sakyi,Crystal Palace,31,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
220,Cardines,Rio,Cardines,Crystal Palace,31,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
221,Drakes-Thomas,Joél,Drakes-Thomas,Crystal Palace,31,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
222,Strand Larsen,Jørgen,Strand Larsen,Crystal Palace,31,4,FWD,60,14,298,1,0,1,5,0,0,0,0,0,0,2,69,49.4,17.4,52.0,12.0,3,0.43,0.20,0.63,6.15,2.8,2.8,0.6,a,2,5,6,13
223,Mateta,Jean-Philippe,Mateta,Crystal Palace,31,4,FWD,63,2,62,0,0,0,2,0,0,0,0,0,0,0,-3,1.4,12.3,11.0,2.5,1,0.70,0.02,0.72,0.98,0.4,2.0,1.3,i,2,2,1,5
224,Nketiah,Eddie,Nketiah,Crystal Palace,31,4,FWD,55,8,175,0,1,0,7,0,0,0,0,0,0,0,38,34.2,45.8,50.0,13.0,3,1.10,0.60,1.70,4.51,1.6,2.0,0.5,a,4,6,2,12
225,Uche,Christantus,Uche,Crystal Palace,31,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
241,McNeil,Dwight,McNeil,Crystal Palace,31,3,MID,54,3,84,0,0,0,3,0,0,0,0,0,0,0,13,10.0,5.0,2.0,1.7,1,0.05,0.02,0.07,1.18,0.6,1.5,0.1,a,0,3,4,7
555,Matthews,Remi,Matthews,Crystal Palace,31,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,1.7,a,0,0,0,0
577,Tomiyasu,Takehiro,Tomiyasu,Crystal Palace,31,2,DEF,44,3,189,0,0,0,5,0,0,0,0,0,0,0,10,25.2,5.0,6.0,3.7,2,0.00,0.03,0.03,3.98,0.6,0.8,0.3,a,2,7,15,17
588,Khalaili,Anan,Khalaili,Crystal Palace,31,2,DEF,50,19,379,1,0,1,8,0,0,0,1,0,0,0,54,112.4,46.3,46.0,20.5,4,0.96,0.33,1.29,8.41,3.8,3.8,0.3,a,21,26,23,44
595,Gozo,Zavier,Gozo,Crystal Palace,31,3,MID,50,2,28,0,0,0,2,0,0,0,0,0,0,0,6,1.4,1.6,0.0,0.3,0,0.00,0.00,0.00,0.68,0.4,1.0,0.0,a,1,0,0,1
633,Ahanor,Honest,Ahanor,Crystal Palace,31,2,DEF,45,3,90,0,0,0,3,0,0,0,0,0,0,0,10,24.6,11.9,4.0,4.1,1,0.00,0.01,0.01,1.68,1.0,3.0,0.0,a,2,4,9,11
643,Chilwell,Ben,Chilwell,Crystal Palace,31,2,DEF,45,8,29,1,0,0,1,0,0,0,0,0,0,0,21,33.4,4.2,21.0,5.9,0,0.27,0.01,0.28,1.12,2.7,4.0,0.5,a,0,0,1,1
644,Timber,Quinten,Timber,Crystal Palace,31,3,MID,50,9,253,0,0,1,5,0,0,0,0,0,0,0,45,29.4,5.1,28.0,6.2,3,0.24,0.06,0.30,5.56,3.0,3.0,0.0,a,11,10,6,27
647,Osorio,Darío,Osorio,Crystal Palace,31,3,MID,55,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.3,0.0,0.2,0,0.00,0.00,0.00,0.13,0.3,1.0,0.0,a,1,0,0,1
21,Nørgaard,Christian,Nørgaard,Everton,11,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
209,Johnson,Brennan,Johnson,Everton,11,3,MID,59,9,238,0,0,2,1,0,0,0,1,0,0,0,26,23.0,52.2,15.0,9.0,3,1.03,0.22,1.25,3.73,1.8,1.8,0.1,a,7,11,8,26
226,Pickford,Jordan,Pickford,Everton,11,1,GKP,55,25,450,0,0,3,3,0,0,0,0,0,15,1,121,84.2,0.0,0.0,8.5,5,0.00,0.02,0.02,6.94,5.0,5.0,9.1,a,0,53,7,0
227,Travers,Mark,Travers,Everton,11,1,GKP,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
228,King,Tom,King,Everton,11,1,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
229,Tarkowski,James,Tarkowski,Everton,11,2,DEF,61,43,450,1,1,3,3,0,0,0,0,0,0,7,138,113.6,14.9,29.0,15.7,5,0.18,0.04,0.22,6.94,8.6,8.6,15.2,a,11,18,40,51
230,Branthwaite,Jarrad,Branthwaite,Everton,11,2,DEF,55,27,450,0,0,3,3,0,0,0,0,0,0,0,97,112.8,6.3,73.0,19.1,5,0.17,0.02,0.19,6.94,5.4,5.4,2.3,a,5,14,49,54
231,Keane,Michael,Keane,Everton,11,2,DEF,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.8,a,0,0,0,0
232,O'Brien,Jake,O'Brien,Everton,11,2,DEF,49,2,16,0,0,0,0,0,0,0,0,0,0,0,5,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.42,0.4,1.0,0.3,a,0,2,2,2
233,Mykolenko,Vitalii,Mykolenko,Everton,11,2,DEF,46,27,450,0,0,3,3,0,0,0,1,0,0,3,109,86.8,28.6,6.0,12.2,5,0.04,0.16,0.20,6.94,5.4,5.4,4.2,a,14,30,25,39
