id,web_name,first_name,second_name,team,team_code,element_type,position,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,form,points_per_game,selected_by_percent,status,tackles,recoveries,clearances_blocks_interceptions,defensive_contribution
26,Havertz,Kai,Havertz,Arsenal,3,4,FWD,75,16,257,2,0,2,1,0,0,0,0,0,0,2,77,82.6,53.6,105.0,24.1,3,0.55,0.33,0.88,0.80,5.3,5.3,7.4,a,0,5,3,8
27,G.Jesus,Gabriel,Fernando de Jesus,Arsenal,3,4,FWD,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,u,0,0,0,0
31,Konsa,Ezri,Konsa Ngoyo,Arsenal,3,2,DEF,44,5,101,0,0,0,1,0,0,0,0,0,0,0,18,22.6,1.5,4.0,2.8,1,0.00,0.01,0.01,0.39,1.7,2.5,12.9,a,3,5,8,11
452,Bruno G.,Bruno,Guimarães Rodriguez Moura,Arsenal,3,3,MID,68,1,19,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.8,2.0,0.4,0,0.00,0.01,0.01,0.00,0.3,1.0,1.9,a,0,3,0,3
557,Tzolis,Christos,Tzolis,Arsenal,3,3,MID,64,11,210,0,2,1,1,0,0,0,2,0,0,1,62,47.6,101.6,38.0,18.8,3,0.19,0.35,0.54,0.55,3.7,3.7,17.6,a,2,10,5,17
29,M.Bizot,Marco,Bizot,Aston Villa,7,1,GKP,45,1,90,0,0,0,4,0,0,0,0,0,3,0,1,28.2,0.0,0.0,2.8,1,0.00,0.00,0.00,3.77,0.3,1.0,0.1,a,0,6,2,0
30,Digne,Lucas,Digne,Aston Villa,7,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
32,Cash,Matty,Cash,Aston Villa,7,2,DEF,45,7,251,0,0,1,5,0,0,0,1,0,0,0,23,32.4,19.2,13.0,6.5,3,0.15,0.04,0.19,5.03,2.3,2.3,6.9,a,6,2,8,14
33,Mings,Tyrone,Mings,Aston Villa,7,2,DEF,45,7,106,0,0,1,0,0,0,0,0,0,0,0,33,16.8,4.4,13.0,3.4,1,0.11,0.02,0.13,0.79,2.3,3.5,0.4,a,2,2,4,6
34,Pau,Pau,Torres,Aston Villa,7,2,DEF,45,2,163,0,0,0,5,0,0,0,0,0,0,0,-8,11.0,1.5,0.0,1.2,2,0.00,0.01,0.01,4.59,0.7,1.0,0.4,a,1,9,8,9
35,Bogarde,Lamare,Bogarde,Aston Villa,7,3,MID,50,1,16,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.5,0.0,0.3,0,0.00,0.00,0.00,0.22,0.3,1.0,0.1,a,0,0,1,1
36,Maatsen,Ian,Maatsen,Aston Villa,7,2,DEF,45,8,245,0,0,1,5,0,0,0,1,0,0,1,15,24.6,21.1,19.0,6.4,3,0.10,0.42,0.52,4.88,2.7,2.7,0.8,a,6,4,14,20
37,Lindelöf,Victor,Lindelöf,Aston Villa,7,2,DEF,45,6,270,0,0,1,5,1,0,0,0,0,0,0,25,39.2,26.2,2.0,6.7,3,0.00,0.16,0.16,5.38,2.0,2.0,0.3,a,1,5,13,14
38,A.García,Andrés,García,Aston Villa,7,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,1.7,a,0,0,0,0
39,Nedeljkovic,Kosta,Nedeljkovic,Aston Villa,7,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,u,0,0,0,0
41,Buendía,Emiliano,Buendía Stati,Aston Villa,7,3,MID,59,7,249,0,0,1,5,0,0,0,0,0,0,0,15,5.0,40.3,24.0,6.3,3,0.78,0.16,0.94,4.88,2.3,2.3,1.0,a,2,9,3,14
44,Bailey,Leon,Bailey,Aston Villa,7,3,MID,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
45,McGinn,John,McGinn,Aston Villa,7,3,MID,54,5,261,0,0,1,5,0,0,0,2,0,0,0,16,3.0,20.0,15.0,3.3,3,0.77,0.09,0.86,5.23,1.7,1.7,2.3,a,4,7,4,15
46,Barkley,Ross,Barkley,Aston Villa,7,3,MID,50,7,240,0,0,1,5,0,0,0,0,0,0,0,49,35.8,78.8,24.0,13.9,3,0.35,0.13,0.48,5.16,2.3,2.3,0.3,a,3,10,4,17
47,Kamara,Boubacar,Kamara,Aston Villa,7,3,MID,50,7,270,0,0,1,5,0,0,0,0,0,0,0,42,35.4,43.2,0.0,7.9,3,0.00,0.10,0.10,5.38,2.3,2.3,0.3,a,4,12,9,25
48,Onana,Amadou,Onana,Aston Villa,7,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
49,Iling Jr,Samuel,Iling-Junior,Aston Villa,7,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
50,Burrowes,Bradley,Burrowes,Aston Villa,7,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.7,a,0,0,0,0
51,George Hemmings,George,Hemmings,Aston Villa,7,3,MID,45,7,234,0,0,1,5,0,0,0,0,0,0,0,29,23.2,29.4,23.0,7.5,3,0.07,0.15,0.22,5.00,2.3,2.3,1.1,a,6,10,2,18
52,Alysson,Alysson Edward Franco,da Rocha dos Santos,Aston Villa,7,3,MID,50,2,42,0,0,0,0,0,0,0,1,0,0,0,10,5.4,2.6,2.0,1.0,0,0.00,0.00,0.00,0.51,0.7,0.7,0.0,a,2,3,1,6
53,Manzambi,Johan,Manzambi,Aston Villa,7,3,MID,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,i,0,0,0,0
54,Gomes,Joao,Gomes,Aston Villa,7,3,MID,55,-2,39,0,0,0,4,0,0,0,0,1,0,0,-2,1.0,11.0,0.0,1.2,1,0.00,0.01,0.01,2.58,-0.7,-2.0,0.0,s,4,2,1,7
55,Watkins,Ollie,Watkins,Aston Villa,7,4,FWD,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,3.5,u,0,0,0,0
56,Abraham,Tammy,Abraham,Aston Villa,7,4,FWD,55,2,24,0,0,0,0,0,0,0,0,0,0,0,6,2.0,2.3,0.0,0.4,0,0.00,0.00,0.00,0.37,0.7,1.0,0.2,a,1,0,0,1
160,Garnacho,Alejandro,Garnacho Ferreyra,Aston Villa,7,3,MID,59,3,31,0,0,0,0,0,0,0,0,0,0,0,9,1.2,3.6,0.0,0.5,0,0.00,0.00,0.00,0.49,1.0,1.0,0.4,a,0,2,0,2
166,N.Jackson,Nicolas,Jackson,Aston Villa,7,4,FWD,65,4,154,0,0,1,1,0,0,0,0,0,0,0,21,5.4,23.4,22.0,5.1,2,0.24,0.54,0.78,1.23,1.3,2.0,1.1,a,0,5,0,5
582,Madjo,Brian,Madjo,Aston Villa,7,4,FWD,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,i,0,0,0,0
596,Ruggeri,Matteo,Ruggeri,Aston Villa,7,2,DEF,45,2,23,0,0,0,0,0,0,0,0,0,0,0,6,6.6,2.6,0.0,0.9,0,0.00,0.01,0.01,0.49,0.7,1.0,0.1,a,2,2,1,3
597,Suzuki,Zion,Suzuki,Aston Villa,7,1,GKP,50,12,180,0,0,1,1,0,0,0,0,0,5,3,46,40.8,0.0,0.0,4.1,2,0.00,0.00,0.00,1.61,4.0,6.0,1.5,a,0,22,3,0
606,Rowe,Triston,Rowe,Aston Villa,7,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,a,0,0,0,0
607,Lynch,Luka,Lynch,Aston Villa,7,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
611,Wan-Bissaka,Aaron,Wan-Bissaka,Aston Villa,7,2,DEF,45,2,17,0,0,0,0,0,0,0,0,0,0,0,7,6.4,1.7,0.0,0.8,0,0.00,0.00,0.00,0.35,1.0,1.0,0.2,a,2,0,1,3
618,Goretzka,Leon,Goretzka,Aston Villa,7,3,MID,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
630,Harwood-Bellis,Taylor,Harwood-Bellis,Aston Villa,7,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
631,Mbaye,Ibrahim,Mbaye,Aston Villa,7,3,MID,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
57,Petrović,Đorđe,Petrović,Bournemouth,91,1,GKP,45,6,270,0,0,0,5,0,0,0,0,0,9,0,33,74.0,0.0,0.0,7.4,3,0.00,0.00,0.00,4.80,2.0,2.0,3.3,a,0,21,6,0
58,Forster,Fraser,Forster,Bournemouth,91,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,3.4,a,0,0,0,0
59,Dennis,Will,Dennis,Bournemouth,91,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
60,Hill,James,Hill,Bournemouth,91,2,DEF,55,6,270,0,0,0,5,0,0,0,0,0,0,0,23,54.0,52.8,6.0,11.3,3,0.00,0.76,0.76,4.80,2.0,2.0,0.8,a,4,5,20,24
61,Truffert,Adrien,Truffert,Bournemouth,91,2,DEF,55,5,270,0,0,0,5,0,0,0,1,0,0,2,24,53.4,40.7,6.0,10.1,3,0.01,0.13,0.14,4.80,1.7,1.7,3.6,a,7,18,15,22
62,Diakité,Bafodé,Diakité,Bournemouth,91,2,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,a,0,0,0,0
63,Milosavljević,Veljko,Milosavljevic,Bournemouth,91,2,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
64,Smith,Adam,Smith,Bournemouth,91,2,DEF,45,2,270,0,0,0,5,0,0,0,2,0,0,0,12,32.2,41.6,4.0,7.8,3,0.01,0.06,0.07,4.80,0.7,0.7,0.1,a,4,9,11,15
65,J.Araujo,Julián,Araujo Zúñiga,Bournemouth,91,2,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
66,Soler,Julio,Soler Barreto,Bournemouth,91,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,a,0,0,0,0
67,Rayan,Rayan Vitor,Simplício Rocha,Bournemouth,91,3,MID,64,6,266,0,0,0,4,0,0,0,0,0,0,0,21,16.4,15.7,71.0,10.4,3,0.48,0.06,0.54,4.56,2.0,2.0,2.1,a,2,3,3,8
68,Tavernier,Marcus,Tavernier,Bournemouth,91,3,MID,60,21,268,2,0,0,5,0,0,0,1,0,0,6,95,101.6,68.7,106.0,27.6,3,1.50,0.34,1.84,4.75,7.0,7.0,3.1,a,7,18,3,28
69,Scott,Alex,Scott,Bournemouth,91,3,MID,60,24,266,1,2,1,4,0,0,0,1,0,0,5,93,72.4,59.8,33.0,16.5,3,0.33,0.30,0.63,4.67,8.0,8.0,4.0,a,7,21,9,37
70,Kluivert,Justin,Kluivert,Bournemouth,91,3,MID,60,7,229,0,0,2,1,0,0,0,1,0,0,0,33,22.2,43.2,77.0,13.9,3,0.78,0.06,0.84,4.09,2.3,2.3,1.0,a,4,13,1,18
